query_id,method,recall,latency_ms,true_neighbors_found,terminated_early,actual_ef_used,max_ef_allowed,num_iterations,num_distance_computations,num_nodes_visited,distance_to_best,distance_to_worst_in_topk,distance_ratio,method_specific,query_d1nn_distance,query_dknn_distance,query_local_density,failure_type,recall_gap_from_oracle,d1nn,dknn,d_ratio,local_density,isolation_score,intrinsic_dim,difficulty,difficulty_score
92,adaef_target0.9,1.0,8.209,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,141.46377563476562,323.908935546875,2.2896952530317756,2,0.2634689869193842,9.626637450973796,very_hard,0.75
93,adaef_target0.9,1.0,6.282,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,234.77435302734375,273.843017578125,1.1664094226946118,3216,0.43725512534366906,0.4849741195962938,easy,0.0
94,adaef_target0.9,1.0,12.71,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,160.57086181640625,270.5383605957031,1.6848533883129535,44,0.29905494959194456,3.817327231923294,medium,0.30000000000000004
95,adaef_target0.9,1.0,8.437,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,305.39154052734375,334.5489501953125,1.0954754988223325,7686,0.5687759953772609,0.2702208611131306,easy,0.0
96,adaef_target0.9,0.9,8.097,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,285.7901306152344,330.230224609375,1.1554990506441642,5587,0.5322693802486749,0.5647390864089664,easy,0.0
97,adaef_target0.9,1.0,7.266,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,233.53158569335938,321.8928527832031,1.378369661763301,2213,0.4349405352728743,2.03093133946932,medium,0.2
98,adaef_target0.9,1.0,4.404,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,137.4299774169922,153.71726989746094,1.118513389775577,198,0.25595624575928755,0.20864920722800284,easy,0.0
99,adaef_target0.9,1.0,7.814,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,184.6131134033203,337.9955749511719,1.8308318879426522,55,0.3438324033283659,7.748738338448244,medium,0.30000000000000004
0,adaef_target0.95,1.0,8.836,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,276.781494140625,313.07666015625,1.1311329217595179,4772,0.5154912593845867,0.7106165975474681,easy,0.0
1,adaef_target0.95,1.0,8.234,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,256.85211181640625,277.3733825683594,1.0798952775074764,4598,0.47837381255178363,0.20938421798694962,easy,0.0
2,adaef_target0.95,1.0,5.984,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,206.73654174804688,247.56614685058594,1.1974958309610246,2378,0.3850361477287537,0.8105092895036693,easy,0.0
3,adaef_target0.95,0.9,7.204000000000001,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,215.17666625976562,265.19049072265625,1.2324314496187654,2096,0.40075544437977223,1.3055712284167567,easy,0.1
4,adaef_target0.95,0.9,7.7219999999999995,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,250.5094757080078,285.2332458496094,1.138612601553146,4230,0.46656097988575546,0.5376170215231597,easy,0.0
5,adaef_target0.95,1.0,8.569,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,275.15087890625,318.3315734863281,1.1569346053035532,5157,0.5124543226003934,0.6237760400871009,easy,0.0
6,adaef_target0.95,1.0,8.975,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,246.6090087890625,269.0018615722656,1.0908030606552452,4537,0.4592965613939127,0.19840391790909054,easy,0.0
7,adaef_target0.95,1.0,5.425,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,173.94827270507812,220.74420166015625,1.2690220962091336,475,0.32396968750720023,1.1355096769161592,easy,0.1
8,adaef_target0.95,1.0,8.386,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,248.4733428955078,272.0533142089844,1.0948994006306456,4857,0.4627687875245977,0.18927300831366586,easy,0.0
9,adaef_target0.95,1.0,8.328000000000001,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,250.0139923095703,271.07196044921875,1.084227158428694,4593,0.46563816760794136,0.20114125903859154,easy,0.0
10,adaef_target0.95,1.0,8.855,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,293.88262939453125,322.4996032714844,1.0973755200704136,5682,0.547341241899904,0.2146610895244546,easy,0.0
11,adaef_target0.95,1.0,7.347,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,172.1627197265625,232.68218994140625,1.3515248266928162,1413,0.32064418716458964,1.3843043656187668,easy,0.1
12,adaef_target0.95,1.0,8.007,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,238.54978942871094,261.40771484375,1.0958203546093257,4108,0.44428668094426993,0.14904544947433188,easy,0.0
13,adaef_target0.95,1.0,8.889,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,244.67733764648438,275.0363464355469,1.1240777306189507,3878,0.45569892350596,0.3328518402889652,easy,0.0
14,adaef_target0.95,1.0,8.203,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,273.3166809082031,306.23358154296875,1.120435022573032,5443,0.5090382234174997,0.40520519662374216,easy,0.0
15,adaef_target0.95,1.0,6.986,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,253.68287658691406,262.1678771972656,1.0334472737163423,4497,0.4724712753723764,0.030987010827119663,easy,0.0
16,adaef_target0.95,1.0,8.067,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,248.19952392578125,264.9339599609375,1.0674233204418246,4692,0.46225881381415873,0.16004749642704658,easy,0.0
17,adaef_target0.95,1.0,8.534,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,254.63504028320312,269.3436584472656,1.057763527547912,4690,0.47424463115421545,0.07328123096088093,easy,0.0
18,adaef_target0.95,1.0,8.26,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,266.8894958496094,280.20172119140625,1.0498791655303596,4692,0.4970679226918704,0.05871391449955995,easy,0.0
19,adaef_target0.95,1.0,8.632000000000001,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,224.7509765625,245.3365020751953,1.0915925965152404,3788,0.4185871035772899,0.17237645751485406,easy,0.0
20,adaef_target0.95,1.0,5.224,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,192.9844512939453,209.76654052734375,1.0869608360719005,1093,0.35942358844488126,0.12518574926859005,easy,0.0
21,adaef_target0.95,1.0,6.884,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,80.84553527832031,227.7388916015625,2.8169631237834527,2,0.15057064030107584,15.71898386419396,very_hard,0.75
22,adaef_target0.95,1.0,6.182,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,173.05201721191406,209.10284423828125,1.2083236451512753,1089,0.32230045787052963,0.9078726109363272,easy,0.0
23,adaef_target0.95,1.0,6.547,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,253.94093322753906,264.3369140625,1.0409385785222969,4052,0.47295189255771736,0.05492695941498519,easy,0.0
24,adaef_target0.95,1.0,7.583,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,154.22711181640625,251.0856475830078,1.6280253492777788,250,0.2872400423602512,5.887644600341549,medium,0.30000000000000004
25,adaef_target0.95,1.0,7.5329999999999995,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,271.6100158691406,308.5076904296875,1.1358479894140718,4650,0.5058596477939178,0.40714175440115696,easy,0.0
26,adaef_target0.95,1.0,7.994,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,183.4420928955078,243.13575744628906,1.3254087631064257,1715,0.3416514380213763,1.2787239089182243,easy,0.1
27,adaef_target0.95,1.0,7.486,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,175.51638793945312,245.13465881347656,1.3966482656767027,851,0.32689022126448036,1.9401626839365669,easy,0.1
28,adaef_target0.95,1.0,8.298,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,224.85995483398438,248.1511688232422,1.1035809777977315,3716,0.4187900699879868,0.27159888885885686,easy,0.0
29,adaef_target0.95,1.0,3.933,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,125.37942504882812,194.19577026367188,1.5488647374802023,59,0.2335127134131955,2.0495585023739693,medium,0.30000000000000004
30,adaef_target0.95,1.0,7.2620000000000005,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,265.3770751953125,278.4349060058594,1.0492048184679725,4841,0.49425111721785037,0.07010792431520209,easy,0.0
31,adaef_target0.95,0.9,7.625,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,109.19248962402344,308.6178894042969,2.826365535458932,3,0.20336538093485398,21.147576485084006,very_hard,0.75
32,adaef_target0.95,1.0,7.26,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,187.56332397460938,260.372802734375,1.388186118783126,744,0.34932701837683744,1.778037134838982,easy,0.1
33,adaef_target0.95,1.0,7.235,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,328.2788391113281,365.6842956542969,1.1139441599227893,9288,0.6114024087059455,0.35650307685168386,easy,0.0
34,adaef_target0.95,1.0,8.417,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,248.55381774902344,278.6628723144531,1.121136962763663,4466,0.4629186677892316,0.2918356971866641,easy,0.0
35,adaef_target0.95,1.0,8.689,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,120.97520446777344,304.3172607421875,2.5155341714942465,3,0.22531007970394212,19.316161826827525,very_hard,0.75
36,adaef_target0.95,1.0,8.73,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,111.45851135253906,301.3237609863281,2.703461201211027,3,0.20758572954686008,21.434152765124086,very_hard,0.75
37,adaef_target0.95,0.9,7.372,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,166.85623168945312,319.505859375,1.9148572165386841,19,0.3107611268478152,7.060958259265276,medium,0.30000000000000004
38,adaef_target0.95,1.0,7.614,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,156.3585662841797,305.440673828125,1.9534629990977948,13,0.29120976638867624,18.056860857863185,medium,0.30000000000000004
39,adaef_target0.95,1.0,5.621,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,193.976806640625,219.4242401123047,1.1311880214567374,1099,0.361271799102914,0.2345802349397342,easy,0.0
40,adaef_target0.95,1.0,7.63,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,153.56431579589844,278.1780090332031,1.8114755865739547,30,0.2860056189520407,7.9219575718003306,medium,0.30000000000000004
41,adaef_target0.95,1.0,4.912,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,200.494384765625,223.66268920898438,1.1155558768912295,1395,0.37341045225320985,0.3361777688950746,easy,0.0
42,adaef_target0.95,1.0,7.764,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,236.7720489501953,277.9532470703125,1.1739276164678525,3549,0.44097573098002346,0.599978394633014,easy,0.0
43,adaef_target0.95,1.0,9.218,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,165.33905029296875,294.511474609375,1.7812578098611436,153,0.3079354547369795,7.169136757905096,medium,0.30000000000000004
44,adaef_target0.95,1.0,7.398,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,256.353271484375,271.8896789550781,1.0606054581661544,3561,0.4774447481582662,0.08333261205676751,easy,0.0
45,adaef_target0.95,1.0,7.499,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,261.36181640625,277.0451354980469,1.0600061604539026,4416,0.48677290478766083,0.09178439662167596,easy,0.0
46,adaef_target0.95,1.0,5.353,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,99.62931060791016,242.75296020507812,2.4365616777218224,1,0.18555445318463443,7.573413986921598,very_hard,0.75
47,adaef_target0.95,1.0,9.83,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,294.394287109375,337.9837341308594,1.1480648535998588,7948,0.5482941780079251,0.48469887300792674,easy,0.0
48,adaef_target0.95,1.0,7.628,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,155.76263427734375,319.5684509277344,2.0516374315981687,9,0.29009987375779334,8.098170742061564,hard,0.45
49,adaef_target0.95,1.0,6.859999999999999,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,128.7827606201172,234.14097595214844,1.8181080668305942,27,0.23985125040678798,4.935111045438962,medium,0.30000000000000004
50,adaef_target0.95,1.0,6.644,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,181.1408233642578,298.6938171386719,1.6489591445547624,79,0.33736544219448505,6.334266517310457,medium,0.30000000000000004
51,adaef_target0.95,1.0,5.715999999999999,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,130.81285095214844,258.3215026855469,1.9747410197492088,11,0.24363218895967972,6.571642453285452,medium,0.30000000000000004
52,adaef_target0.95,1.0,8.029,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,198.77626037597656,231.294189453125,1.1635906069248019,2697,0.3702105341801133,0.3861031667395129,easy,0.0
53,adaef_target0.95,1.0,8.101,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,194.17774963378906,258.001953125,1.3286895826714475,1701,0.36164604506517484,1.4912050053012977,easy,0.1
54,adaef_target0.95,1.0,3.4819999999999998,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,159.30787658691406,173.18487548828125,1.0871080526504682,321,0.296702704733391,0.10701837290333246,easy,0.0
55,adaef_target0.95,1.0,6.94,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,184.04347229003906,228.71160888671875,1.2427042700340165,400,0.3427714761309233,0.863992453757779,easy,0.0
56,adaef_target0.95,0.9,8.498000000000001,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,190.73541259765625,220.8121337890625,1.1576881858580248,2643,0.3552348698545925,0.29847759884109687,easy,0.0
57,adaef_target0.95,1.0,8.592,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,167.14663696289062,250.6012725830078,1.4992899476562338,493,0.31130199169357026,2.675237823446736,medium,0.2
58,adaef_target0.95,1.0,7.531000000000001,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,65.7419204711914,330.9063415527344,5.033414588150645,1,0.12244093660697396,20.066262053090863,very_hard,0.8999999999999999
59,adaef_target0.95,1.0,3.433,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,114.41590881347656,170.6428985595703,1.491426326366522,62,0.21309372980667834,2.8715466771132063,medium,0.2
60,adaef_target0.95,1.0,8.369,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,170.3085479736328,285.3016052246094,1.675204260850018,351,0.3171908878932611,3.9484325605783965,medium,0.30000000000000004
61,adaef_target0.95,1.0,6.472,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,140.356689453125,266.0751647949219,1.8957070434735719,15,0.2614070959978357,8.321310961342283,medium,0.30000000000000004
62,adaef_target0.95,1.0,3.653,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,131.6510467529297,244.3399200439453,1.8559664056640546,22,0.2451932854133901,4.6466300318490035,medium,0.30000000000000004
63,adaef_target0.95,1.0,4.667,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,94.9157485961914,226.97576904296875,2.3913393973071018,4,0.1767756870133176,12.668938997322147,very_hard,0.75
64,adaef_target0.95,1.0,5.105,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,138.27508544921875,262.90301513671875,1.9013043042614453,13,0.2575302158876053,5.349987359850682,medium,0.30000000000000004
65,adaef_target0.95,1.0,4.867,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,173.38108825683594,243.80935668945312,1.4062050200555274,400,0.32291333572170416,1.6734126203124813,easy,0.1
66,adaef_target0.95,1.0,5.24,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,200.86563110351562,292.56622314453125,1.4565270401772115,281,0.3741018794125846,3.341615840457156,medium,0.2
67,adaef_target0.95,1.0,5.946,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,224.22532653808594,279.09136962890625,1.2446915517436028,1501,0.4176081075142689,0.8780137066716459,easy,0.0
68,adaef_target0.95,1.0,5.471,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,201.31069946289062,220.51077270507812,1.0953753242794073,1517,0.3749307962800175,0.2339332817831918,easy,0.0
69,adaef_target0.95,1.0,7.628,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,266.81268310546875,295.1169128417969,1.1060827746525816,5019,0.4969248629170947,0.3374790629576723,easy,0.0
70,adaef_target0.95,1.0,3.457,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,46.81879806518555,159.33297729492188,3.403183846648166,2,0.087197596979634,10.779754445988518,very_hard,0.8999999999999999
71,adaef_target0.95,1.0,5.397,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,193.67498779296875,275.8332824707031,1.4242070471462143,336,0.36070967706376755,3.450762679125864,medium,0.2
72,adaef_target0.95,1.0,9.615,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,303.2111511230469,335.6098937988281,1.1068520816460126,6681,0.5647151325531057,0.21898997078623703,easy,0.0
73,adaef_target0.95,1.0,6.643,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,230.45823669433594,303.00164794921875,1.3147789911761731,1889,0.42921658125292084,1.4690799941828996,easy,0.1
74,adaef_target0.95,1.0,7.678,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,131.0953826904297,232.5381622314453,1.7738089432223856,69,0.24415838975223964,3.8381602962008614,medium,0.30000000000000004
75,adaef_target0.95,1.0,7.524,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,212.06130981445312,312.7491149902344,1.4748051649019798,892,0.3949532536574037,3.2394401877929218,medium,0.2
76,adaef_target0.95,0.9,6.851,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,251.2568359375,293.5660095214844,1.1683901392219584,2639,0.46795289977227483,0.721405466985853,easy,0.0
77,adaef_target0.95,1.0,7.651,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,293.7158508300781,335.0731201171875,1.1408070731294497,7286,0.5470306254242786,0.5883511420681529,easy,0.0
78,adaef_target0.95,1.0,7.920999999999999,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,226.8677978515625,272.5013732910156,1.2011461118395954,3545,0.4225295740649899,0.6442553638926168,easy,0.0
79,adaef_target0.95,1.0,4.0969999999999995,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,148.1654510498047,218.92465209960938,1.4775688296323515,130,0.27595051177859314,3.28894033771197,medium,0.2
80,adaef_target0.95,0.9,5.887,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,146.31130981445312,311.5429382324219,2.1293154891956725,3,0.2724972693446801,8.968625922761051,very_hard,0.75
81,adaef_target0.95,1.0,8.003,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,276.8194274902344,307.4150390625,1.1105255214551188,4987,0.5155619082920345,0.25060019006138345,easy,0.0
82,adaef_target0.95,1.0,8.479000000000001,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,271.98162841796875,304.59808349609375,1.1199215375973908,5106,0.5065517570022784,0.45539559495960014,easy,0.0
83,adaef_target0.95,1.0,7.388999999999999,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,181.60671997070312,268.1921081542969,1.4767741424852656,463,0.3382331505979865,3.002888510030499,medium,0.2
84,adaef_target0.95,1.0,8.283000000000001,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,192.67848205566406,264.52032470703125,1.3728586704903163,1812,0.35885373651722885,1.5371899257156842,easy,0.1
85,adaef_target0.95,1.0,6.25,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,285.10699462890625,395.3492126464844,1.3866696366431446,3373,0.5309970747030436,2.687228392728122,medium,0.2
86,adaef_target0.95,1.0,5.293,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,224.90664672851562,297.80865478515625,1.324143412909626,1007,0.4188770312336788,1.623742921731788,easy,0.1
87,adaef_target0.95,1.0,4.8,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,123.55970001220703,288.5203552246094,2.3350684340938437,5,0.23012356937459558,8.684395138489826,hard,0.45
88,adaef_target0.95,1.0,4.239,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,75.0799560546875,201.51675415039062,2.6840286641032103,2,0.13983254632445308,8.230287136928146,very_hard,0.75
89,adaef_target0.95,1.0,5.114,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,114.5338363647461,217.8118438720703,1.901724859529053,16,0.21331336378946616,5.102763903300936,medium,0.30000000000000004
90,adaef_target0.95,1.0,5.826,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,50.45790481567383,176.7597198486328,3.5031125547988595,2,0.09397524563590959,14.172338829874379,very_hard,0.8999999999999999
91,adaef_target0.95,1.0,5.4510000000000005,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,298.02685546875,343.74554443359375,1.1534045946729712,5031,0.555059649247933,0.742862206176542,easy,0.0
92,adaef_target0.95,1.0,7.913,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,141.46377563476562,323.908935546875,2.2896952530317756,2,0.2634689869193842,9.626637450973796,very_hard,0.75
93,adaef_target0.95,1.0,5.5360000000000005,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,234.77435302734375,273.843017578125,1.1664094226946118,3216,0.43725512534366906,0.4849741195962938,easy,0.0
94,adaef_target0.95,1.0,3.7369999999999997,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,160.57086181640625,270.5383605957031,1.6848533883129535,44,0.29905494959194456,3.817327231923294,medium,0.30000000000000004
95,adaef_target0.95,1.0,7.67,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,305.39154052734375,334.5489501953125,1.0954754988223325,7686,0.5687759953772609,0.2702208611131306,easy,0.0
96,adaef_target0.95,0.9,7.887999999999999,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,285.7901306152344,330.230224609375,1.1554990506441642,5587,0.5322693802486749,0.5647390864089664,easy,0.0
97,adaef_target0.95,1.0,6.831,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,233.53158569335938,321.8928527832031,1.378369661763301,2213,0.4349405352728743,2.03093133946932,medium,0.2
98,adaef_target0.95,1.0,4.362,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,137.4299774169922,153.71726989746094,1.118513389775577,198,0.25595624575928755,0.20864920722800284,easy,0.0
99,adaef_target0.95,1.0,6.94,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,184.6131134033203,337.9955749511719,1.8308318879426522,55,0.3438324033283659,7.748738338448244,medium,0.30000000000000004
0,adaef_target0.99,1.0,10.411999999999999,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,276.781494140625,313.07666015625,1.1311329217595179,4772,0.5154912593845867,0.7106165975474681,easy,0.0
1,adaef_target0.99,1.0,13.877,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,256.85211181640625,277.3733825683594,1.0798952775074764,4598,0.47837381255178363,0.20938421798694962,easy,0.0
2,adaef_target0.99,1.0,9.876,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,206.73654174804688,247.56614685058594,1.1974958309610246,2378,0.3850361477287537,0.8105092895036693,easy,0.0
3,adaef_target0.99,0.9,7.345,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,215.17666625976562,265.19049072265625,1.2324314496187654,2096,0.40075544437977223,1.3055712284167567,easy,0.1
4,adaef_target0.99,0.9,16.265,9,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,250.5094757080078,285.2332458496094,1.138612601553146,4230,0.46656097988575546,0.5376170215231597,easy,0.0
5,adaef_target0.99,1.0,17.278000000000002,10,True,0,0,0,0,0,0.0,0.0,0.0,{},0.0,0.0,0.0,none,0.0,275.15087890625,318.3315734863281,1.1569346053035532,5157,0.5124543226003934,0.6237760400871009,easy,0.0
